"JD","YY","MM","DD","moc","Quarter","qyyyy"
4885.5,2017,8,16,18.066187,4,"2017-4"
4886,2017,8,17,18.33054,4,"2017-4"
4886.5,2017,8,17,18.601771,4,"2017-4"
4887,2017,8,18,18.863929,4,"2017-4"
4887.5,2017,8,18,19.100318,4,"2017-4"
4888,2017,8,19,19.295263,4,"2017-4"
4888.5,2017,8,19,19.435829,4,"2017-4"
4889,2017,8,20,19.51326,4,"2017-4"
4889.5,2017,8,20,19.523971,4,"2017-4"
4890,2017,8,21,19.469979,4,"2017-4"
4890.5,2017,8,21,19.358699,4,"2017-4"
4891,2017,8,22,19.202145,4,"2017-4"
4891.5,2017,8,22,19.015627,4,"2017-4"
4892,2017,8,23,18.816096,4,"2017-4"
4892.5,2017,8,23,18.620342,4,"2017-4"
4893,2017,8,24,18.443259,4,"2017-4"
4893.5,2017,8,24,18.296373,4,"2017-4"
4894,2017,8,25,18.1868,4,"2017-4"
4894.5,2017,8,25,18.116747,4,"2017-4"
4895,2017,8,26,18.083597,4,"2017-4"
4895.5,2017,8,26,18.080537,4,"2017-4"
4896,2017,8,27,18.097633,4,"2017-4"
4896.5,2017,8,27,18.123201,4,"2017-4"
4897,2017,8,28,18.145299,4,"2017-4"
4897.5,2017,8,28,18.153149,4,"2017-4"
4898,2017,8,29,18.138327,4,"2017-4"
4898.5,2017,8,29,18.095604,4,"2017-4"
4899,2017,8,30,18.023356,4,"2017-4"
4899.5,2017,8,30,17.923535,4,"2017-4"
4900,2017,8,31,17.801228,4,"2017-4"
4900.5,2017,8,31,17.663897,4,"2017-4"
4901,2017,9,1,17.520397,4,"2017-4"
4901.5,2017,9,1,17.379904,4,"2017-4"
4902,2017,9,2,17.250872,4,"2017-4"
4902.5,2017,9,2,17.140136,4,"2017-4"
4903,2017,9,3,17.052235,4,"2017-4"
4903.5,2017,9,3,16.989028,4,"2017-4"
4904,2017,9,4,16.949623,4,"2017-4"
4904.5,2017,9,4,16.93062,4,"2017-4"
4905,2017,9,5,16.926632,4,"2017-4"
4905.5,2017,9,5,16.931013,4,"2017-4"
4906,2017,9,6,16.936719,4,"2017-4"
4906.5,2017,9,6,16.937176,4,"2017-4"
4907,2017,9,7,16.927068,4,"2017-4"
4907.5,2017,9,7,16.902929,4,"2017-4"
4908,2017,9,8,16.86347,4,"2017-4"
4908.5,2017,9,8,16.809593,4,"2017-4"
4909,2017,9,9,16.744103,4,"2017-4"
4909.5,2017,9,9,16.671151,4,"2017-4"
4910,2017,9,10,16.595508,4,"2017-4"
4910.5,2017,9,10,16.521768,4,"2017-4"
4911,2017,9,11,16.453617,4,"2017-4"
4911.5,2017,9,11,16.39328,4,"2017-4"
4912,2017,9,12,16.341238,4,"2017-4"
4912.5,2017,9,12,16.296267,4,"2017-4"
4913,2017,9,13,16.255796,4,"2017-4"
4913.5,2017,9,13,16.216521,4,"2017-4"
4914,2017,9,14,16.175161,4,"2017-4"
4914.5,2017,9,14,16.129214,4,"2017-4"
4915,2017,9,15,16.077555,4,"2017-4"
4915.5,2017,9,15,16.020725,4,"2017-4"
4916,2017,9,16,15.960839,4,"2017-4"
4916.5,2017,9,16,15.901092,4,"2017-4"
4917,2017,9,17,15.844923,4,"2017-4"
4917.5,2017,9,17,15.794978,4,"2017-4"
4918,2017,9,18,15.752065,4,"2017-4"
4918.5,2017,9,18,15.714302,4,"2017-4"
4919,2017,9,19,15.676658,4,"2017-4"
4919.5,2017,9,19,15.631019,4,"2017-4"
4920,2017,9,20,15.566848,4,"2017-4"
4920.5,2017,9,20,15.472392,4,"2017-4"
4921,2017,9,21,15.33631,4,"2017-4"
4921.5,2017,9,21,15.14952,4,"2017-4"
4922,2017,9,22,14.906984,4,"2017-4"
4922.5,2017,9,22,14.60918,4,"2017-4"
4923,2017,9,23,14.263012,4,"2017-4"
4923.5,2017,9,23,13.881983,4,"2017-4"
4924,2017,9,24,13.485556,4,"2017-4"
4924.5,2017,9,24,13.097738,4,"2017-4"
4925,2017,9,25,12.745028,4,"2017-4"
4925.5,2017,9,25,12.45396,4,"2017-4"
4926,2017,9,26,12.248528,4,"2017-4"
4926.5,2017,9,26,12.147809,4,"2017-4"
4927,2017,9,27,12.164062,4,"2017-4"
4927.5,2017,9,27,12.30153,4,"2017-4"
4928,2017,9,28,12.556086,4,"2017-4"
4928.5,2017,9,28,12.915754,4,"2017-4"
4929,2017,9,29,13.362029,4,"2017-4"
4929.5,2017,9,29,13.871822,4,"2017-4"
4930,2017,9,30,14.419799,4,"2017-4"
4930.5,2017,9,30,14.980821,4,"2017-4"
4931,2017,10,1,15.532208,4,"2017-4"
4931.5,2017,10,1,16.055574,4,"2017-4"
4932,2017,10,2,16.538046,4,"2017-4"
4932.5,2017,10,2,16.97275,4,"2017-4"
4933,2017,10,3,17.358564,4,"2017-4"
4933.5,2017,10,3,17.699193,4,"2017-4"
4934,2017,10,4,18.001722,4,"2017-4"
4934.5,2017,10,4,18.274846,4,"2017-4"
4935,2017,10,5,18.527012,4,"2017-4"
4935.5,2017,10,5,18.764711,4,"2017-4"
4936,2017,10,6,18.991137,4,"2017-4"
4936.5,2017,10,6,19.205371,4,"2017-4"
4937,2017,10,7,19.402209,4,"2017-4"
4937.5,2017,10,7,19.572644,4,"2017-4"
4938,2017,10,8,19.704961,4,"2017-4"
4938.5,2017,10,8,19.786297,4,"2017-4"
4939,2017,10,9,19.804484,4,"2017-4"
4939.5,2017,10,9,19.749941,4,"2017-4"
4940,2017,10,10,19.617369,4,"2017-4"
4940.5,2017,10,10,19.407019,4,"2017-4"
4941,2017,10,11,19.125377,4,"2017-4"
4941.5,2017,10,11,18.78514,4,"2017-4"
4942,2017,10,12,18.404486,4,"2017-4"
4942.5,2017,10,12,18.005705,4,"2017-4"
4943,2017,10,13,17.613345,4,"2017-4"
4943.5,2017,10,13,17.252105,4,"2017-4"
4944,2017,10,14,16.944696,4,"2017-4"
4944.5,2017,10,14,16.709937,4,"2017-4"
4945,2017,10,15,16.561271,4,"2017-4"
4945.5,2017,10,15,16.505856,4,"2017-4"
4946,2017,10,16,16.544293,4,"2017-4"
4946.5,2017,10,16,16.670961,4,"2017-4"
4947,2017,10,17,16.874888,4,"2017-4"
4947.5,2017,10,17,17.140988,4,"2017-4"
4948,2017,10,18,17.451534,4,"2017-4"
4948.5,2017,10,18,17.78767,4,"2017-4"
4949,2017,10,19,18.130839,4,"2017-4"
4949.5,2017,10,19,18.464024,4,"2017-4"
4950,2017,10,20,18.77274,4,"2017-4"
4950.5,2017,10,20,19.045759,4,"2017-4"
4951,2017,10,21,19.275576,4,"2017-4"
4951.5,2017,10,21,19.458635,4,"2017-4"
4952,2017,10,22,19.595347,4,"2017-4"
4952.5,2017,10,22,19.689918,4,"2017-4"
4953,2017,10,23,19.749991,4,"2017-4"
4953.5,2017,10,23,19.786111,4,"2017-4"
4954,2017,10,24,19.811011,4,"2017-4"
4954.5,2017,10,24,19.838714,4,"2017-4"
4955,2017,10,25,19.883487,4,"2017-4"
4955.5,2017,10,25,19.958674,4,"2017-4"
4956,2017,10,26,20.075502,4,"2017-4"
4956.5,2017,10,26,20.241932,4,"2017-4"
4957,2017,10,27,20.461704,4,"2017-4"
4957.5,2017,10,27,20.733671,4,"2017-4"
4958,2017,10,28,21.051553,4,"2017-4"
4958.5,2017,10,28,21.404163,4,"2017-4"
4959,2017,10,29,21.776153,4,"2017-4"
4959.5,2017,10,29,22.14922,4,"2017-4"
4960,2017,10,30,22.503703,4,"2017-4"
4960.5,2017,10,30,22.820393,4,"2017-4"
4961,2017,10,31,23.082401,4,"2017-4"
4961.5,2017,10,31,23.276856,4,"2017-4"
4962,2017,11,1,23.396261,4,"2017-4"
4962.5,2017,11,1,23.439332,4,"2017-4"
4963,2017,11,2,23.41121,4,"2017-4"
4963.5,2017,11,2,23.323002,4,"2017-4"
4964,2017,11,3,23.190657,4,"2017-4"
4964.5,2017,11,3,23.033296,4,"2017-4"
4965,2017,11,4,22.871126,4,"2017-4"
4965.5,2017,11,4,22.723177,4,"2017-4"
4966,2017,11,5,22.605079,4,"2017-4"
4966.5,2017,11,5,22.527146,4,"2017-4"
4967,2017,11,6,22.492972,4,"2017-4"
4967.5,2017,11,6,22.498728,4,"2017-4"
4968,2017,11,7,22.533258,4,"2017-4"
4968.5,2017,11,7,22.579009,4,"2017-4"
4969,2017,11,8,22.613719,4,"2017-4"
4969.5,2017,11,8,22.612734,4,"2017-4"
4970,2017,11,9,22.551716,4,"2017-4"
4970.5,2017,11,9,22.409493,4,"2017-4"
4971,2017,11,10,22.170771,4,"2017-4"
4971.5,2017,11,10,21.828404,4,"2017-4"
4972,2017,11,11,21.384999,4,"2017-4"
4972.5,2017,11,11,20.853664,4,"2017-4"
4973,2017,11,12,20.257764,4,"2017-4"
4973.5,2017,11,12,19.629678,4,"2017-4"
4974,2017,11,13,19.0086,4,"2017-4"
4974.5,2017,11,13,18.43754,4,"2017-4"
4975,2017,11,14,17.959737,4,"2017-4"
4975.5,2017,11,14,17.614803,4,"2017-4"
4976,2017,11,15,17.434908,4,"2017-4"
4976.5,2017,11,15,17.441399,4,"2017-4"
4977,2017,11,16,17.642182,4,"2017-4"
4977.5,2017,11,16,18.030176,4,"2017-4"
4978,2017,11,17,18.583061,4,"2017-4"
4978.5,2017,11,17,19.264418,4,"2017-4"
4979,2017,11,18,20.026217,4,"2017-4"
4979.5,2017,11,18,20.812488,4,"2017-4"
4980,2017,11,19,21.563835,4,"2017-4"
4980.5,2017,11,19,22.222414,4,"2017-4"
4981,2017,11,20,22.736844,4,"2017-4"
4981.5,2017,11,20,23.066604,4,"2017-4"
4982,2017,11,21,23.185436,4,"2017-4"
4982.5,2017,11,21,23.083405,4,"2017-4"
4983,2017,11,22,22.76741,4,"2017-4"
4983.5,2017,11,22,22.260086,4,"2017-4"
4984,2017,11,23,21.597225,4,"2017-4"
4984.5,2017,11,23,20.824026,4,"2017-4"
4985,2017,11,24,19.990579,4,"2017-4"
4985.5,2017,11,24,19.147112,4,"2017-4"
4986,2017,11,25,18.339522,4,"2017-4"
4986.5,2017,11,25,17.605663,4,"2017-4"
4987,2017,11,26,16.972784,4,"2017-4"
4987.5,2017,11,26,16.456328,4,"2017-4"
4988,2017,11,27,16.06014,4,"2017-4"
4988.5,2017,11,27,15.777963,4,"2017-4"
4989,2017,11,28,15.595942,4,"2017-4"
4989.5,2017,11,28,15.495745,4,"2017-4"
4990,2017,11,29,15.457857,4,"2017-4"
4990.5,2017,11,29,15.464613,4,"2017-4"
4991,2017,11,30,15.502579,4,"2017-4"
4991.5,2017,11,30,15.564024,4,"2017-4"
4992,2017,12,1,15.647337,5,"2017-5"
4992.5,2017,12,1,15.756401,5,"2017-5"
4993,2017,12,2,15.899083,5,"2017-5"
4993.5,2017,12,2,16.085103,5,"2017-5"
4994,2017,12,3,16.323615,5,"2017-5"
4994.5,2017,12,3,16.620875,5,"2017-5"
4995,2017,12,4,16.978327,5,"2017-5"
4995.5,2017,12,4,17.391374,5,"2017-5"
4996,2017,12,5,17.849004,5,"2017-5"
4996.5,2017,12,5,18.334299,5,"2017-5"
4997,2017,12,6,18.825776,5,"2017-5"
4997.5,2017,12,6,19.29934,5,"2017-5"
4998,2017,12,7,19.730626,5,"2017-5"
4998.5,2017,12,7,20.097405,5,"2017-5"
4999,2017,12,8,20.381787,5,"2017-5"
4999.5,2017,12,8,20.571945,5,"2017-5"
5000,2017,12,9,20.66319,5,"2017-5"
5000.5,2017,12,9,20.658298,5,"2017-5"
5001,2017,12,10,20.567081,5,"2017-5"
5001.5,2017,12,10,20.405291,5,"2017-5"
5002,2017,12,11,20.193015,5,"2017-5"
5002.5,2017,12,11,19.952757,5,"2017-5"
5003,2017,12,12,19.707444,5,"2017-5"
5003.5,2017,12,12,19.478558,5,"2017-5"
5004,2017,12,13,19.284579,5,"2017-5"
5004.5,2017,12,13,19.139861,5,"2017-5"
5005,2017,12,14,19.054024,5,"2017-5"
5005.5,2017,12,14,19.031837,5,"2017-5"
5006,2017,12,15,19.073576,5,"2017-5"
5006.5,2017,12,15,19.175728,5,"2017-5"
5007,2017,12,16,19.331948,5,"2017-5"
5007.5,2017,12,16,19.534102,5,"2017-5"
5008,2017,12,17,19.773293,5,"2017-5"
5008.5,2017,12,17,20.040728,5,"2017-5"
5009,2017,12,18,20.32835,5,"2017-5"
5009.5,2017,12,18,20.629183,5,"2017-5"
5010,2017,12,19,20.937386,5,"2017-5"
5010.5,2017,12,19,21.248044,5,"2017-5"
5011,2017,12,20,21.556775,5,"2017-5"
5011.5,2017,12,20,21.859255,5,"2017-5"
5012,2017,12,21,22.150767,5,"2017-5"
5012.5,2017,12,21,22.425899,5,"2017-5"
5013,2017,12,22,22.678447,5,"2017-5"
5013.5,2017,12,22,22.901597,5,"2017-5"
5014,2017,12,23,23.08836,5,"2017-5"
5014.5,2017,12,23,23.23222,5,"2017-5"
5015,2017,12,24,23.327883,5,"2017-5"
5015.5,2017,12,24,23.372024,5,"2017-5"
5016,2017,12,25,23.363874,5,"2017-5"
5016.5,2017,12,25,23.305543,5,"2017-5"
5017,2017,12,26,23.201967,5,"2017-5"
5017.5,2017,12,26,23.06045,5,"2017-5"
5018,2017,12,27,22.889824,5,"2017-5"
5018.5,2017,12,27,22.699291,5,"2017-5"
5019,2017,12,28,22.497111,5,"2017-5"
5019.5,2017,12,28,22.289321,5,"2017-5"
5020,2017,12,29,22.078671,5,"2017-5"
5020.5,2017,12,29,21.864004,5,"2017-5"
5021,2017,12,30,21.640204,5,"2017-5"
5021.5,2017,12,30,21.39881,5,"2017-5"
5022,2017,12,31,21.129281,5,"2017-5"
5022.5,2017,12,31,20.82081,5,"2017-5"
5023,2018,1,1,20.464482,2,"2018-2"
5023.5,2018,1,1,20.055536,2,"2018-2"
5024,2018,1,2,19.595427,2,"2018-2"
5024.5,2018,1,2,19.093402,2,"2018-2"
5025,2018,1,3,18.567368,2,"2018-2"
5025.5,2018,1,3,18.043861,2,"2018-2"
5026,2018,1,4,17.557069,2,"2018-2"
5026.5,2018,1,4,17.14691,2,"2018-2"
5027,2018,1,5,16.856323,2,"2018-2"
5027.5,2018,1,5,16.727948,2,"2018-2"
5028,2018,1,6,16.800483,2,"2018-2"
5028.5,2018,1,6,17.105022,2,"2018-2"
5029,2018,1,7,17.661678,2,"2018-2"
5029.5,2018,1,7,18.476791,2,"2018-2"
5030,2018,1,8,19.54098,2,"2018-2"
5030.5,2018,1,8,20.828244,2,"2018-2"
5031,2018,1,9,22.296233,2,"2018-2"
5031.5,2018,1,9,23.887756,2,"2018-2"
5032,2018,1,10,25.53348,2,"2018-2"
5032.5,2018,1,10,27.155711,2,"2018-2"
5033,2018,1,11,28.673031,2,"2018-2"
5033.5,2018,1,11,30.005519,2,"2018-2"
5034,2018,1,12,31.080184,2,"2018-2"
5034.5,2018,1,12,31.836212,2,"2018-2"
5035,2018,1,13,32.229601,2,"2018-2"
5035.5,2018,1,13,32.236778,2,"2018-2"
5036,2018,1,14,31.856856,2,"2018-2"
5036.5,2018,1,14,31.112275,2,"2018-2"
5037,2018,1,15,30.047731,2,"2018-2"
5037.5,2018,1,15,28.727414,2,"2018-2"
5038,2018,1,16,27.230779,2,"2018-2"
5038.5,2018,1,16,25.647172,2,"2018-2"
5039,2018,1,17,24.069777,2,"2018-2"
5039.5,2018,1,17,22.589375,2,"2018-2"
5040,2018,1,18,21.288437,2,"2018-2"
5040.5,2018,1,18,20.236003,2,"2018-2"
5041,2018,1,19,19.483723,2,"2018-2"
5041.5,2018,1,19,19.063291,2,"2018-2"
5042,2018,1,20,18.985396,2,"2018-2"
5042.5,2018,1,20,19.24014,2,"2018-2"
5043,2018,1,21,19.798793,2,"2018-2"
5043.5,2018,1,21,20.61663,2,"2018-2"
5044,2018,1,22,21.636571,2,"2018-2"
5044.5,2018,1,22,22.793295,2,"2018-2"
5045,2018,1,23,24.017522,2,"2018-2"
5045.5,2018,1,23,25.240197,2,"2018-2"
5046,2018,1,24,26.396327,2,"2018-2"
5046.5,2018,1,24,27.428313,2,"2018-2"
5047,2018,1,25,28.288631,2,"2018-2"
5047.5,2018,1,25,28.941797,2,"2018-2"
5048,2018,1,26,29.365561,2,"2018-2"
5048.5,2018,1,26,29.551334,2,"2018-2"
5049,2018,1,27,29.503843,2,"2018-2"
5049.5,2018,1,27,29.240084,2,"2018-2"
5050,2018,1,28,28.787625,2,"2018-2"
5050.5,2018,1,28,28.182382,2,"2018-2"
5051,2018,1,29,27.466009,2,"2018-2"
5051.5,2018,1,29,26.683076,2,"2018-2"
5052,2018,1,30,25.878257,2,"2018-2"
5052.5,2018,1,30,25.093715,2,"2018-2"
5053,2018,1,31,24.366888,2,"2018-2"
5053.5,2018,1,31,23.72883,2,"2018-2"
5054,2018,2,1,23.203183,2,"2018-2"
5054.5,2018,2,1,22.805823,2,"2018-2"
5055,2018,2,2,22.545102,2,"2018-2"
5055.5,2018,2,2,22.422583,2,"2018-2"
5056,2018,2,3,22.434103,2,"2018-2"
5056.5,2018,2,3,22.570975,2,"2018-2"
5057,2018,2,4,22.821142,2,"2018-2"
5057.5,2018,2,4,23.170151,2,"2018-2"
5058,2018,2,5,23.601822,2,"2018-2"
5058.5,2018,2,5,24.098614,2,"2018-2"
5059,2018,2,6,24.641686,2,"2018-2"
5059.5,2018,2,6,25.210781,2,"2018-2"
5060,2018,2,7,25.784061,2,"2018-2"
5060.5,2018,2,7,26.338049,2,"2018-2"
5061,2018,2,8,26.847845,2,"2018-2"
5061.5,2018,2,8,27.287718,2,"2018-2"
5062,2018,2,9,27.632143,2,"2018-2"
5062.5,2018,2,9,27.857261,2,"2018-2"
5063,2018,2,10,27.942664,2,"2018-2"
5063.5,2018,2,10,27.873349,2,"2018-2"
5064,2018,2,11,27.641594,2,"2018-2"
5064.5,2018,2,11,27.248517,2,"2018-2"
5065,2018,2,12,26.705036,2,"2018-2"
5065.5,2018,2,12,26.032028,2,"2018-2"
5066,2018,2,13,25.259541,2,"2018-2"
5066.5,2018,2,13,24.425017,2,"2018-2"
5067,2018,2,14,23.570631,2,"2018-2"
5067.5,2018,2,14,22.739939,2,"2018-2"
5068,2018,2,15,21.974178,2,"2018-2"
5068.5,2018,2,15,21.308576,2,"2018-2"
5069,2018,2,16,20.769082,2,"2018-2"
5069.5,2018,2,16,20.369897,2,"2018-2"
5070,2018,2,17,20.112086,2,"2018-2"
5070.5,2018,2,17,19.983447,2,"2018-2"
5071,2018,2,18,19.959689,2,"2018-2"
5071.5,2018,2,18,20.006806,2,"2018-2"
5072,2018,2,19,20.084398,2,"2018-2"
5072.5,2018,2,19,20.149609,2,"2018-2"
5073,2018,2,20,20.161243,2,"2018-2"
5073.5,2018,2,20,20.083634,2,"2018-2"
5074,2018,2,21,19.889831,2,"2018-2"
5074.5,2018,2,21,19.563771,2,"2018-2"
5075,2018,2,22,19.101208,2,"2018-2"
5075.5,2018,2,22,18.5093,2,"2018-2"
5076,2018,2,23,17.804945,2,"2018-2"
5076.5,2018,2,23,17.01205,2,"2018-2"
5077,2018,2,24,16.158097,2,"2018-2"
5077.5,2018,2,24,15.270399,2,"2018-2"
5078,2018,2,25,14.372505,2,"2018-2"
5078.5,2018,2,25,13.481188,2,"2018-2"
5079,2018,2,26,12.604404,2,"2018-2"
5079.5,2018,2,26,11.740471,2,"2018-2"
5080,2018,2,27,10.878635,2,"2018-2"
5080.5,2018,2,27,10.000975,2,"2018-2"
5081,2018,2,28,9.0854851,2,"2018-2"
5081.5,2018,2,28,8.109974,2,"2018-2"
5082,2018,3,1,7.0563233,2,"2018-2"
5082.5,2018,3,1,5.9145583,2,"2018-2"
5083,2018,3,2,4.6861819,2,"2018-2"
5083.5,2018,3,2,3.3862848,2,"2018-2"
5084,2018,3,3,2.0440849,2,"2018-2"
5084.5,2018,3,3,0.70174033,2,"2018-2"
5085,2018,3,4,-0.58850213,2,"2018-2"
5085.5,2018,3,4,-1.7685469,2,"2018-2"
5086,2018,3,5,-2.779623,2,"2018-2"
5086.5,2018,3,5,-3.5678196,2,"2018-2"
5087,2018,3,6,-4.0893646,2,"2018-2"
5087.5,2018,3,6,-4.3150573,2,"2018-2"
5088,2018,3,7,-4.23336,2,"2018-2"
5088.5,2018,3,7,-3.8518047,2,"2018-2"
5089,2018,3,8,-3.1965532,2,"2018-2"
5089.5,2018,3,8,-2.310151,2,"2018-2"
5090,2018,3,9,-1.2477046,2,"2018-2"
5090.5,2018,3,9,-0.071885702,2,"2018-2"
5091,2018,3,10,1.1527152,2,"2018-2"
5091.5,2018,3,10,2.3652916,2,"2018-2"
5092,2018,3,11,3.5139838,2,"2018-2"
5092.5,2018,3,11,4.559968,2,"2018-2"
5093,2018,3,12,5.4800638,2,"2018-2"
5093.5,2018,3,12,6.2676224,2,"2018-2"
5094,2018,3,13,6.9316551,2,"2018-2"
5094.5,2018,3,13,7.4943622,2,"2018-2"
5095,2018,3,14,7.987397,2,"2018-2"
5095.5,2018,3,14,8.4473275,2,"2018-2"
5096,2018,3,15,8.9108289,2,"2018-2"
5096.5,2018,3,15,9.4101441,2,"2018-2"
5097,2018,3,16,9.9692868,2,"2018-2"
5097.5,2018,3,16,10.601355,2,"2018-2"
5098,2018,3,17,11.307181,2,"2018-2"
5098.5,2018,3,17,12.075376,2,"2018-2"
5099,2018,3,18,12.883695,2,"2018-2"
5099.5,2018,3,18,13.701494,2,"2018-2"
5100,2018,3,19,14.492967,2,"2018-2"
5100.5,2018,3,19,15.220805,2,"2018-2"
5101,2018,3,20,15.849872,2,"2018-2"
5101.5,2018,3,20,16.350551,2,"2018-2"
5102,2018,3,21,16.701452,2,"2018-2"
5102.5,2018,3,21,16.89125,2,"2018-2"
5103,2018,3,22,16.919526,2,"2018-2"
5103.5,2018,3,22,16.796582,2,"2018-2"
5104,2018,3,23,16.542284,2,"2018-2"
5104.5,2018,3,23,16.184101,2,"2018-2"
5105,2018,3,24,15.754536,2,"2018-2"
5105.5,2018,3,24,15.288238,2,"2018-2"
5106,2018,3,25,14.81906,2,"2018-2"
5106.5,2018,3,25,14.377355,2,"2018-2"
5107,2018,3,26,13.987754,2,"2018-2"
5107.5,2018,3,26,13.667627,2,"2018-2"
5108,2018,3,27,13.42634,2,"2018-2"
5108.5,2018,3,27,13.26536,2,"2018-2"
5109,2018,3,28,13.179156,2,"2018-2"
5109.5,2018,3,28,13.156758,2,"2018-2"
5110,2018,3,29,13.183782,2,"2018-2"
5110.5,2018,3,29,13.244668,2,"2018-2"
5111,2018,3,30,13.324868,2,"2018-2"
5111.5,2018,3,30,13.412735,2,"2018-2"
5112,2018,3,31,13.500902,2,"2018-2"
5112.5,2018,3,31,13.587007,2,"2018-2"
5113,2018,4,1,13.673706,3,"2018-3"
5113.5,2018,4,1,13.767995,3,"2018-3"
5114,2018,4,2,13.87994,3,"2018-3"
5114.5,2018,4,2,14.020973,3,"2018-3"
5115,2018,4,3,14.201965,3,"2018-3"
5115.5,2018,4,3,14.431293,3,"2018-3"
5116,2018,4,4,14.713128,3,"2018-3"
5116.5,2018,4,4,15.046135,3,"2018-3"
5117,2018,4,5,15.422766,3,"2018-3"
5117.5,2018,4,5,15.829223,3,"2018-3"
5118,2018,4,6,16.246163,3,"2018-3"
5118.5,2018,4,6,16.65008,3,"2018-3"
5119,2018,4,7,17.01526,3,"2018-3"
5119.5,2018,4,7,17.31612,3,"2018-3"
5120,2018,4,8,17.529686,3,"2018-3"
5120.5,2018,4,8,17.637927,3,"2018-3"
5121,2018,4,9,17.629704,3,"2018-3"
5121.5,2018,4,9,17.502078,3,"2018-3"
5122,2018,4,10,17.260858,3,"2018-3"
5122.5,2018,4,10,16.920293,3,"2018-3"
5123,2018,4,11,16.501988,3,"2018-3"
5123.5,2018,4,11,16.033144,3,"2018-3"
5124,2018,4,12,15.544336,3,"2018-3"
5124.5,2018,4,12,15.067075,3,"2018-3"
5125,2018,4,13,14.631389,3,"2018-3"
5125.5,2018,4,13,14.263645,3,"2018-3"
5126,2018,4,14,13.984802,3,"2018-3"
5126.5,2018,4,14,13.809179,3,"2018-3"
5127,2018,4,15,13.743815,3,"2018-3"
5127.5,2018,4,15,13.788399,3,"2018-3"
5128,2018,4,16,13.935729,3,"2018-3"
5128.5,2018,4,16,14.172619,3,"2018-3"
5129,2018,4,17,14.481152,3,"2018-3"
5129.5,2018,4,17,14.840173,3,"2018-3"
5130,2018,4,18,15.226912,3,"2018-3"
5130.5,2018,4,18,15.618616,3,"2018-3"
5131,2018,4,19,15.994091,3,"2018-3"
5131.5,2018,4,19,16.335018,3,"2018-3"
5132,2018,4,20,16.626985,3,"2018-3"
5132.5,2018,4,20,16.860126,3,"2018-3"
5133,2018,4,21,17.029345,3,"2018-3"
5133.5,2018,4,21,17.13412,3,"2018-3"
5134,2018,4,22,17.177933,3,"2018-3"
5134.5,2018,4,22,17.167413,3,"2018-3"
5135,2018,4,23,17.111318,3,"2018-3"
5135.5,2018,4,23,17.019476,3,"2018-3"
5136,2018,4,24,16.901848,3,"2018-3"
5136.5,2018,4,24,16.767795,3,"2018-3"
5137,2018,4,25,16.625647,3,"2018-3"
5137.5,2018,4,25,16.482587,3,"2018-3"
5138,2018,4,26,16.344841,3,"2018-3"
5138.5,2018,4,26,16.218098,3,"2018-3"
5139,2018,4,27,16.108048,3,"2018-3"
5139.5,2018,4,27,16.020927,3,"2018-3"
5140,2018,4,28,15.963913,3,"2018-3"
5140.5,2018,4,28,15.945283,3,"2018-3"
5141,2018,4,29,15.974227,3,"2018-3"
5141.5,2018,4,29,16.060292,3,"2018-3"
5142,2018,4,30,16.212485,3,"2018-3"
5142.5,2018,4,30,16.4381,3,"2018-3"
5143,2018,5,1,16.741417,3,"2018-3"
5143.5,2018,5,1,17.122424,3,"2018-3"
5144,2018,5,2,17.575754,3,"2018-3"
5144.5,2018,5,2,18.090001,3,"2018-3"
5145,2018,5,3,18.647563,3,"2018-3"
5145.5,2018,5,3,19.225093,3,"2018-3"
5146,2018,5,4,19.79458,3,"2018-3"
5146.5,2018,5,4,20.325032,3,"2018-3"
5147,2018,5,5,20.78462,3,"2018-3"
5147.5,2018,5,5,21.143147,3,"2018-3"
5148,2018,5,6,21.374611,3,"2018-3"
5148.5,2018,5,6,21.459644,3,"2018-3"
5149,2018,5,7,21.387595,3,"2018-3"
5149.5,2018,5,7,21.158048,3,"2018-3"
5150,2018,5,8,20.781613,3,"2018-3"
5150.5,2018,5,8,20.279883,3,"2018-3"
5151,2018,5,9,19.684501,3,"2018-3"
5151.5,2018,5,9,19.035404,3,"2018-3"
5152,2018,5,10,18.378309,3,"2018-3"
5152.5,2018,5,10,17.761653,3,"2018-3"
5153,2018,5,11,17.23319,3,"2018-3"
5153.5,2018,5,11,16.836516,3,"2018-3"
5154,2018,5,12,16.607793,3,"2018-3"
5154.5,2018,5,12,16.572948,3,"2018-3"
5155,2018,5,13,16.745567,3,"2018-3"
5155.5,2018,5,13,17.125675,3,"2018-3"
5156,2018,5,14,17.699515,3,"2018-3"
5156.5,2018,5,14,18.440351,3,"2018-3"
5157,2018,5,15,19.310251,3,"2018-3"
5157.5,2018,5,15,20.262721,3,"2018-3"
5158,2018,5,16,21.245972,3,"2018-3"
5158.5,2018,5,16,22.206583,3,"2018-3"
5159,2018,5,17,23.093251,3,"2018-3"
5159.5,2018,5,17,23.860355,3,"2018-3"
5160,2018,5,18,24.471034,3,"2018-3"
5160.5,2018,5,18,24.899567,3,"2018-3"
5161,2018,5,19,25.132871,3,"2018-3"
5161.5,2018,5,19,25.17103,3,"2018-3"
5162,2018,5,20,25.026821,3,"2018-3"
5162.5,2018,5,20,24.724308,3,"2018-3"
5163,2018,5,21,24.29664,3,"2018-3"
5163.5,2018,5,21,23.78322,3,"2018-3"
